"","purpose","month","Akershus","Aust-Agder","Buskerud","Finnmark - Finnmárku","Hedmark","Hordaland","Møre og Romsdal","Nordland","Oppland","Oslo","Rogaland","Sogn og Fjordane","Svalbard","Telemark","Troms - Romsa","Vest-Agder","Vestfold","Østfold","Trondelag","Norge"
"500","Kurs, konferanse",1995-02-01,15556,3171,30869,5063,6241,16491,4709,8998,28982,26520,8599,6649,0,9363,7103,3012,6398,3417,17743,208884
"501","Kurs, konferanse",1995-03-01,22345,4188,40997,7284,11268,24016,11236,13554,36150,29871,14100,7556,0,16243,8373,4552,8638,5429,26256,292056
"502","Kurs, konferanse",1995-04-01,12728,3458,21541,3484,5457,18877,7830,9348,20135,19869,7825,4800,0,11180,8519,3399,5970,3426,18785,186631
"503","Kurs, konferanse",1995-05-01,17403,5036,20084,4551,5347,21210,8108,11078,16777,34478,9971,7166,0,14307,12774,4613,9775,4605,12389,219672
"504","Kurs, konferanse",1995-06-01,12864,7366,17274,4539,5017,17316,7413,10162,14418,36862,9267,6081,0,6702,8478,5865,9879,5427,14302,199232
"505","Kurs, konferanse",1995-07-01,1527,1264,4825,517,9565,5028,1705,954,3691,33714,3558,1112,0,833,2008,1349,2778,491,3082,78001
"506","Kurs, konferanse",1995-08-01,11256,4855,13598,1693,10970,11340,3517,4649,14907,35153,5551,4584,0,10062,5116,3658,10210,4948,11488,167555
"507","Kurs, konferanse",1995-09-01,19845,4300,30743,4987,8286,26289,11592,11900,32340,44706,10531,8798,0,15616,9495,5727,9992,6039,20596,281782
"508","Kurs, konferanse",1995-10-01,23133,5300,29490,4398,7181,26697,12154,13709,33534,39388,12375,6801,0,15229,12532,4473,9539,5439,25771,287143
"509","Kurs, konferanse",1995-11-01,21888,5371,31114,4171,9729,26725,11076,11695,29148,35923,12545,6302,0,15172,11250,6179,10174,5339,22941,276742
"510","Kurs, konferanse",1995-12-01,8477,1634,8048,1285,3314,6133,2838,4324,11403,19585,2715,2192,0,5307,5300,1621,2863,1810,7916,96765
"511","Kurs, konferanse",1996-01-01,16692,1933,34241,3019,6104,14270,4199,7026,32271,27030,8105,1382,0,10141,6907,2783,7330,1941,20079,205453
"512","Kurs, konferanse",1996-02-01,15543,2699,26258,3946,7329,15191,5007,11136,34376,27218,8646,5074,0,11395,8160,2986,8985,4671,20973,219593
"513","Kurs, konferanse",1996-03-01,22644,4103,36558,4471,8601,25010,9927,12181,35835,26922,12189,8335,0,13865,10752,4800,8435,4950,24800,274378
"514","Kurs, konferanse",1996-04-01,15870,3655,23484,3904,5904,16598,7234,11204,22166,20781,7395,4630,0,11650,10582,5598,8597,3858,15911,199021
"515","Kurs, konferanse",1996-05-01,15299,4004,16469,3478,4310,20505,7169,9326,14688,37123,8564,6505,0,8255,9612,4951,8480,4650,13925,197313
"516","Kurs, konferanse",1996-06-01,15024,5684,17470,4377,8135,21571,9046,12648,17822,33835,9746,4569,0,8428,9159,6939,11575,5930,21409,223367
"517","Kurs, konferanse",1996-07-01,3819,3584,3714,860,5912,2710,2561,294,6580,28813,1815,1869,0,1168,1441,499,1676,320,4305,71940
"518","Kurs, konferanse",1996-08-01,10948,3394,17402,2786,3644,11225,5652,7476,30594,29401,8503,2939,0,9208,4512,4629,11147,5970,15259,184689
"519","Kurs, konferanse",1996-09-01,20540,4431,34985,4763,8021,25181,9811,12188,35334,41384,11423,9749,0,13864,8957,9001,11320,7361,22630,290943
"520","Kurs, konferanse",1996-10-01,21664,4049,32423,5551,9251,23752,10254,14305,31503,43578,14481,9613,0,15359,11829,8519,10948,6348,24194,297621
"521","Kurs, konferanse",1996-11-01,23709,3743,35506,5382,11386,25496,7956,11817,30099,38870,9673,9570,0,13817,10835,7648,10641,6007,21004,283159
"522","Kurs, konferanse",1996-12-01,9676,1476,12307,2562,3394,5504,3203,3511,10067,20411,2827,1902,0,4437,3142,1895,3191,2701,7693,99899
"523","Kurs, konferanse",1997-01-01,17033,1783,29137,1502,6562,14191,5498,5353,39419,27200,7564,2946,0,8899,5933,4692,7158,2365,16710,203945
"524","Kurs, konferanse",1997-02-01,16816,1748,26946,3344,4814,15132,5352,9048,32701,20414,7351,5072,0,8909,8411,5911,6325,3456,16680,198430
"525","Kurs, konferanse",1997-03-01,16615,1813,27027,3407,7710,14864,7173,9255,36721,24226,8014,5119,0,10075,7438,5037,6837,3844,19571,214746
"526","Kurs, konferanse",1997-04-01,24132,4410,30733,4504,8099,23451,10725,13909,29241,38625,13582,8849,0,13334,11900,8378,10532,5635,27730,287769
"527","Kurs, konferanse",1997-05-01,14321,3688,13751,3873,5690,18787,7175,10708,18464,33328,9582,6368,0,7990,9104,5952,8273,3866,20930,201850
"528","Kurs, konferanse",1997-06-01,15493,4277,18161,3729,5673,16374,8694,11488,28522,38027,10869,5086,0,7313,10723,8348,10556,5590,19851,228774
"529","Kurs, konferanse",1997-07-01,2968,754,6688,529,8178,2912,2428,516,8254,32537,4682,2186,0,903,1414,651,1443,738,5121,82902
"530","Kurs, konferanse",1997-08-01,13343,6266,13384,2130,6000,10280,3876,7237,19809,35922,6514,4689,0,6816,3787,4936,9457,5940,21020,181406
"531","Kurs, konferanse",1997-09-01,21403,4541,34804,4543,6114,23508,10769,13223,37973,39497,9215,8233,0,12764,10483,8739,7967,5828,27156,286760
"532","Kurs, konferanse",1997-10-01,22675,4576,32800,4265,7448,26274,10792,13228,36840,43439,12867,8396,0,14780,8794,9235,10686,5674,31381,304150
"533","Kurs, konferanse",1997-11-01,23582,3741,33175,5099,9164,24156,8591,14295,30366,34277,13491,8512,0,16527,8535,7627,10466,5335,26290,283229
"534","Kurs, konferanse",1997-12-01,10660,1074,14418,1774,4219,7334,3023,3038,17173,17560,3159,3361,0,4872,3431,1470,2692,2956,7970,110184
"535","Kurs, konferanse",1998-01-01,15809,2187,28686,2248,7512,15170,4963,4429,46367,32206,8205,2518,0,10872,5795,2862,7326,2906,16072,216133
"536","Kurs, konferanse",1998-02-01,16703,1904,41485,3285,7916,16878,5095,9570,43507,25926,11314,4356,0,11768,6834,4304,6293,3709,17627,238474
"537","Kurs, konferanse",1998-03-01,23885,3305,40936,5071,11423,27914,11493,11727,49908,38722,11388,10331,0,17837,9429,6267,11020,5248,25888,321792
"538","Kurs, konferanse",1998-04-01,14363,2150,27463,2906,7254,12534,7384,10511,28158,26469,6623,6100,0,11107,8646,6000,7178,4475,15854,205175
"539","Kurs, konferanse",1998-05-01,16479,3076,18177,4076,5749,20223,9554,9771,16300,29577,9380,6990,0,13496,10283,8700,8448,4026,14424,208729
"540","Kurs, konferanse",1998-06-01,15653,4899,17131,4588,5122,17196,8035,10476,21289,35776,9742,7726,0,7053,13191,6727,10007,4201,16633,215445
"541","Kurs, konferanse",1998-07-01,5429,4914,3055,962,764,2968,3432,1245,5889,26469,2841,1168,0,167,3165,2012,1793,1300,3808,71381
"542","Kurs, konferanse",1998-08-01,16006,2761,17685,3173,3197,10969,6854,5415,30659,27087,8798,3121,0,9157,6142,6615,9192,3598,15939,186368
"543","Kurs, konferanse",1998-09-01,22396,4291,28538,6593,7596,25659,11878,11269,37625,36155,11163,8563,0,14061,11263,9998,10566,5503,27479,290596
"544","Kurs, konferanse",1998-10-01,30166,3078,33368,4541,10482,26380,11739,13293,33344,37408,11383,8693,0,16484,11182,9649,11362,5622,27140,305314
"545","Kurs, konferanse",1998-11-01,33766,3307,25767,3633,9383,23473,8240,10443,36877,39378,10817,6589,0,13995,12818,7877,11706,5368,24123,287560
"546","Kurs, konferanse",1998-12-01,11481,1393,12471,1677,5369,7793,2912,4852,18165,21381,3074,2834,0,7131,3837,2088,2563,1848,6210,117079
"547","Kurs, konferanse",1999-01-01,24995,1708,28831,1593,8834,14652,4707,5617,40439,22173,5996,3580,0,8938,5876,3762,4708,2421,15207,204037
"548","Kurs, konferanse",1999-02-01,22566,2708,21693,3695,8224,20062,5582,9262,40171,21049,8090,4164,0,10517,5378,4491,6463,2998,15877,212990
"549","Kurs, konferanse",1999-03-01,27517,3180,32767,4103,9658,19664,8376,14652,42271,21906,8968,7548,0,13178,10154,5429,9288,3748,21453,263860
"550","Kurs, konferanse",1999-04-01,23063,3375,24668,3987,10237,19154,9589,12308,38062,23609,9263,6578,0,11337,9094,8944,8591,5418,20285,247562
"551","Kurs, konferanse",1999-05-01,19537,2205,13224,3786,6594,15833,6528,10891,13486,23126,7680,6141,0,6542,7903,7519,9365,3978,13154,177492
"552","Kurs, konferanse",1999-06-01,22817,4087,11455,3708,6095,15408,9694,9108,31537,33470,11688,4670,0,8778,13989,8343,12379,4443,22665,234334
"553","Kurs, konferanse",1999-07-01,4008,1354,1779,816,1788,3762,2516,554,10887,19398,3272,2306,0,1598,2547,3498,1625,653,3111,65472
"554","Kurs, konferanse",1999-08-01,19113,2887,11699,1436,7206,10188,6035,4536,23756,22076,10429,3068,0,10359,5395,4741,11012,4160,14669,172765
"555","Kurs, konferanse",1999-09-01,26438,4827,23460,3667,7923,23021,13143,14425,37493,27405,17766,8790,0,12940,9513,8751,10151,4499,21930,276142
"556","Kurs, konferanse",1999-10-01,27932,3987,28810,3901,11496,23179,8429,11667,32652,31131,14533,8253,0,14934,12220,8531,11854,4663,28353,286525
"557","Kurs, konferanse",1999-11-01,25178,3916,26890,4528,9787,24119,7037,14532,29396,26866,11051,6600,0,13162,10445,6202,10325,4444,24635,259113
"558","Kurs, konferanse",1999-12-01,11251,2156,10105,1689,3864,6248,2196,2220,11649,17830,2796,2548,0,4234,3661,2350,2703,1514,7365,96379
"559","Kurs, konferanse",2000-01-01,19729,2313,25828,1530,5685,14034,3716,4103,34874,20731,5407,3176,0,8932,6057,3877,4517,1587,17853,183949
"560","Kurs, konferanse",2000-02-01,21193,2630,21435,3023,8100,18922,4942,10492,36703,23856,8773,5585,0,12189,8095,3819,6089,4031,24261,224138
"561","Kurs, konferanse",2000-03-01,27366,2787,30789,4418,10933,23524,10260,13010,38807,24797,10624,7674,0,14890,10015,8184,7552,4803,28046,278479
"562","Kurs, konferanse",2000-04-01,17419,2954,23992,3081,6501,17656,7057,8671,20680,16812,6774,3992,0,8466,6666,4890,4713,2433,15759,178516
"563","Kurs, konferanse",2000-05-01,19288,4526,12311,4318,5761,25542,11648,8792,19519,32724,11313,7727,0,8530,10549,7658,8261,5879,16436,220782
"564","Kurs, konferanse",2000-06-01,15808,3354,12426,2837,5438,18838,7601,6231,15780,29490,11680,3353,0,5778,12486,8142,10418,5813,16321,191794
"565","Kurs, konferanse",2000-07-01,1826,1945,1284,453,1672,4864,1079,1383,5463,21021,2629,1300,0,2430,3107,4360,2169,3095,6105,66185
"566","Kurs, konferanse",2000-08-01,18344,3242,16541,3081,5943,10521,5210,5833,19686,29446,15250,4089,0,9675,6755,3276,10011,7522,19294,193719
"567","Kurs, konferanse",2000-09-01,29929,5238,21052,3709,7552,26923,11468,11905,33891,26751,12572,10030,0,16400,11386,9436,11007,7097,23626,279972
"568","Kurs, konferanse",2000-10-01,31022,3568,26791,4385,8845,24319,11482,13185,27684,39087,11888,9564,0,15264,12721,7534,10049,5140,25458,287986
"569","Kurs, konferanse",2000-11-01,28939,5122,25561,4656,9335,24388,9922,13416,31662,29341,12302,9270,0,13021,10421,5890,10143,5817,24943,274149
"570","Kurs, konferanse",2000-12-01,9869,1515,11004,1706,2879,9647,3168,3619,10102,15102,3701,3072,0,3854,3433,2079,2673,2542,5957,95922
"571","Kurs, konferanse",2001-01-01,22829,2842,32736,1467,6423,14532,4499,5425,37870,22930,5024,3054,0,9191,7173,3435,4612,3035,13955,201032
"572","Kurs, konferanse",2001-02-01,22988,3703,22537,2922,6128,18896,5460,9776,32116,23954,10072,4956,0,10697,8874,3272,4888,3584,18023,212846
"573","Kurs, konferanse",2001-03-01,32716,2161,37360,4208,11155,22656,10465,15450,44650,27366,13367,9454,0,13292,12823,5450,9968,7276,29364,309181
"574","Kurs, konferanse",2001-04-01,19455,1896,15323,3052,4712,14920,4893,8980,18114,17955,10327,5368,0,6921,6471,4794,5712,4067,14860,167820
"575","Kurs, konferanse",2001-05-01,21710,2730,12831,4098,2907,18534,8473,11120,16077,31278,12488,6366,0,8046,9253,4566,8431,6227,14616,199751
"576","Kurs, konferanse",2001-06-01,20173,3761,13927,2575,6678,13593,8579,9929,17893,28600,14016,7038,0,7424,11004,5945,8022,5055,14128,198340
"577","Kurs, konferanse",2001-07-01,2699,869,1498,358,12395,3499,559,1733,4411,21245,6327,436,0,276,1802,1961,2034,1157,5351,68610
"578","Kurs, konferanse",2001-08-01,18422,3422,12498,4936,4245,12978,3950,5514,17487,20179,11348,3815,0,7754,9287,3740,10155,5166,13789,168685
"579","Kurs, konferanse",2001-09-01,30349,3297,27025,3273,5426,24136,9968,12551,34587,31725,14778,8936,0,13535,11826,7567,9766,8226,23258,280229
"580","Kurs, konferanse",2001-10-01,28189,2482,28308,4025,6777,24593,8661,11996,28465,28607,15045,10888,0,13348,9375,6898,8804,7928,29701,274090
"581","Kurs, konferanse",2001-11-01,31071,3101,28019,3458,6676,25227,8807,12673,27522,27672,14313,6916,0,12712,11437,5024,8659,6600,21795,261682
"582","Kurs, konferanse",2001-12-01,9711,1359,8880,1661,4060,6095,2370,3135,10012,17374,4957,2911,0,3947,3026,1125,2592,1894,6997,92106
"583","Kurs, konferanse",2002-01-01,25359,1988,23780,1179,5670,14807,3924,4197,38076,24592,6724,3093,0,7847,5621,2686,6783,3311,18341,197978
"584","Kurs, konferanse",2002-02-01,21891,1365,23357,3430,7314,15568,3655,6127,28056,28053,8711,4677,0,9327,7529,2826,4896,3251,18782,198815
"585","Kurs, konferanse",2002-03-01,22980,1310,22468,2630,5182,17569,6949,8023,36961,22627,13651,6042,0,9206,7725,4770,6162,3625,19697,217577
"586","Kurs, konferanse",2002-04-01,29566,2914,25521,3681,7389,21088,8115,9417,25295,22296,14138,6935,0,11661,10116,4741,7168,5274,18567,233882
"587","Kurs, konferanse",2002-05-01,22360,3639,10572,1806,3960,17077,7445,6662,13803,32373,12711,3227,0,5306,5366,6297,7038,4479,8970,173091
"588","Kurs, konferanse",2002-06-01,24061,3406,10571,3103,4691,19037,7897,8762,20125,39688,13372,6675,0,6801,9581,6126,10786,6804,13645,215131
"589","Kurs, konferanse",2002-07-01,3410,1879,1700,318,2762,2572,540,649,8237,20640,8571,854,0,2026,1198,810,1442,1057,3139,61804
"590","Kurs, konferanse",2002-08-01,20875,3131,10410,1902,3726,14113,6880,2993,15678,19631,14140,1739,0,9737,6561,6856,12077,3717,16986,171152
"591","Kurs, konferanse",2002-09-01,32877,3142,27927,2976,5626,23862,11205,9869,29583,24418,14295,9681,0,8758,13700,6691,11285,7046,20981,263922
"592","Kurs, konferanse",2002-10-01,36271,1899,26731,3431,7497,25588,10683,11744,27289,34894,12692,7102,0,10934,10525,4165,12685,5229,25094,274453
"593","Kurs, konferanse",2002-11-01,37657,2376,23968,3580,8182,21242,9681,8492,21229,32103,16600,6621,0,10220,10017,5966,10130,5288,20035,253387
"594","Kurs, konferanse",2002-12-01,11829,710,7414,799,2177,6347,3538,2335,10096,10358,3862,3196,0,3553,3703,1145,2289,1538,7402,82291
"595","Kurs, konferanse",2003-01-01,27947,2199,23131,1715,6031,13823,3455,4274,30660,23694,7704,2015,0,8615,5900,2673,7970,3457,13760,189023
"596","Kurs, konferanse",2003-02-01,26707,1104,21333,2607,4261,14811,3420,5821,23275,28603,10284,5600,0,9622,7116,3222,5783,3652,17382,194603
"597","Kurs, konferanse",2003-03-01,32162,2567,35692,3728,7488,18495,9953,8509,31826,23042,11176,8358,0,9118,10428,5473,9002,5109,24916,257042
"598","Kurs, konferanse",2003-04-01,21637,2093,14407,2207,3747,13423,7462,8202,13452,16435,10535,3496,0,6266,7230,3877,6656,3492,13358,157975
"599","Kurs, konferanse",2003-05-01,27457,3018,15482,2759,2823,24155,9683,9883,11989,24400,16508,3873,0,6722,10735,6397,9983,4972,17749,208588
"600","Kurs, konferanse",2003-06-01,22036,2916,9035,3039,3786,20826,5851,10012,14587,23999,16060,4540,0,5297,9775,5910,10423,4857,17262,190211
"601","Kurs, konferanse",2003-07-01,1501,677,8835,131,2343,2791,2775,1063,4497,12142,6019,525,0,2343,1867,3196,3499,2073,7913,64190
"602","Kurs, konferanse",2003-08-01,18459,2636,12670,855,3380,12623,2861,4240,13537,15786,13972,2921,0,8106,6609,3778,10619,5258,16476,154786
"603","Kurs, konferanse",2003-09-01,30423,3158,23340,3269,5118,23156,11434,10065,26411,26122,13565,8904,0,11158,10991,5619,12325,5991,19329,250378
"604","Kurs, konferanse",2003-10-01,34139,2765,28398,3869,5658,23510,10458,10655,21402,27294,15260,7628,0,11784,11812,4648,12380,6116,25391,263167
"605","Kurs, konferanse",2003-11-01,37617,2094,27835,2807,5018,18709,11122,9257,22406,26347,17284,6623,0,9902,9396,5402,7805,5199,20206,245029
"606","Kurs, konferanse",2003-12-01,11519,537,13859,1213,2316,6460,3086,2641,7669,13649,5614,2284,0,3037,5437,1609,2181,1671,7278,92060
"607","Kurs, konferanse",2004-01-01,26816,1479,25416,1991,4909,17836,3888,4445,32671,23228,9640,2749,0,7175,8253,3338,8387,3031,15678,200930
"608","Kurs, konferanse",2004-02-01,27812,892,18798,2561,4720,18416,5063,7313,24973,18699,14016,4205,0,7406,7935,3350,4565,2676,15749,189149
"609","Kurs, konferanse",2004-03-01,38636,3432,37508,3724,8948,21226,10025,10348,39228,25177,14960,7671,0,10323,9396,5082,9189,4003,30696,289572
"610","Kurs, konferanse",2004-04-01,21011,1537,13685,2601,4354,11300,7806,6840,16309,17056,12288,4111,0,4052,8105,4427,6794,3356,14062,159694
"611","Kurs, konferanse",2004-05-01,22259,1707,12404,2422,1957,14673,6643,6178,11987,19262,13204,4743,0,4266,8649,4131,7419,4487,11939,158330
"612","Kurs, konferanse",2004-06-01,26327,3100,14115,2714,6747,16842,7525,9491,15782,31779,16147,3963,0,5685,10782,9045,13354,5334,19433,218165
"613","Kurs, konferanse",2004-07-01,6348,1067,4392,308,3945,5720,3137,1024,9826,15061,6865,2526,0,2859,1877,2870,1865,594,6392,76676
"614","Kurs, konferanse",2004-08-01,21313,2303,13966,1634,4321,9495,4673,4468,14108,22055,19318,3149,0,7077,4975,4954,10997,4063,16780,169649
"615","Kurs, konferanse",2004-09-01,35959,2958,23760,3876,6198,25968,10155,10012,28388,33055,21411,6606,0,8978,10343,7354,11303,4214,24474,275012
"616","Kurs, konferanse",2004-10-01,37473,2212,25942,3837,7185,22546,8793,9100,22612,36045,15707,6823,0,9609,13019,4697,9077,5407,24073,264157
"617","Kurs, konferanse",2004-11-01,37963,2069,22357,3339,4679,21030,8008,10738,19185,39251,18313,5050,0,8295,10234,6534,7761,4935,23753,253494
"618","Kurs, konferanse",2004-12-01,12921,1739,9435,1029,2227,7580,2636,3453,9379,14147,5871,1595,0,4625,3903,1765,2891,1422,8881,95499
"619","Kurs, konferanse",2005-01-01,28764,951,24111,1878,4916,15989,2433,4987,27438,27791,11415,2514,0,6414,6808,2020,6322,1709,16971,193431
"620","Kurs, konferanse",2005-02-01,25776,1151,25851,3436,8141,13087,4531,7341,27008,26084,14499,4924,0,7238,9439,5879,4772,3301,17089,209547
"621","Kurs, konferanse",2005-03-01,27382,1147,25048,2415,3847,15031,7296,7170,26600,22930,12583,5122,0,6910,5864,5689,6114,3336,18867,203351
"622","Kurs, konferanse",2005-04-01,38807,1545,27882,3565,4992,22263,10040,11274,26078,31588,16221,6718,0,7545,10060,6442,11059,6229,22425,264733
"623","Kurs, konferanse",2005-05-01,22671,1500,13856,2714,2115,20779,9188,7022,14590,26101,11434,4661,0,4766,8505,6584,7879,3830,13912,182107
"624","Kurs, konferanse",2005-06-01,29643,2480,13980,2969,5089,15547,10976,12115,21793,33697,13728,5473,0,7364,8936,6694,11422,4854,17817,224577
"625","Kurs, konferanse",2005-07-01,4482,889,5202,1138,334,1252,2693,745,6351,20701,3192,1055,0,5971,1784,2716,1398,377,4839,65119
"626","Kurs, konferanse",2005-08-01,25380,3489,15810,1737,2900,12492,7637,8863,18385,24961,8802,2361,0,8416,6561,4945,12371,2396,16188,183694
"627","Kurs, konferanse",2005-09-01,41312,1782,28472,3224,6525,29938,11909,9548,34203,31390,18091,8633,0,8535,11875,8138,10727,5823,24914,295039
"628","Kurs, konferanse",2005-10-01,36011,1544,25117,3267,4852,27219,11429,8308,27109,32883,15346,6083,0,7887,11885,6017,9561,5023,25037,264578
"629","Kurs, konferanse",2005-11-01,39863,3457,29783,2843,6756,22897,10841,8270,28913,42636,18868,6222,0,8638,10742,9501,9536,4675,24044,288485
"630","Kurs, konferanse",2005-12-01,12353,972,10872,1135,1845,8703,3721,3079,11697,26571,5472,1643,0,3396,3371,2941,2642,1208,7739,109360
"631","Kurs, konferanse",2006-01-01,34448,1198,28387,3544,4378,14594,4305,4714,28790,31109,9292,3509,0,6079,6605,5151,6659,2685,14306,209753
"632","Kurs, konferanse",2006-02-01,28060,1260,19636,3764,4303,15215,4969,7386,30052,26654,7917,4759,0,5917,8951,4180,5104,2433,18203,198763
"633","Kurs, konferanse",2006-03-01,42160,1508,37453,4087,5900,22272,11925,10991,33551,36846,13702,9095,0,9919,11045,7355,8466,3595,26805,296675
"634","Kurs, konferanse",2006-04-01,23256,1385,16015,2649,5034,15866,6614,7793,15948,27125,11212,3819,0,6160,6618,4920,6326,3693,12723,177156
"635","Kurs, konferanse",2006-05-01,27489,1373,14732,3935,3223,19755,8877,9255,13579,37244,15139,4450,0,4685,8128,5445,11153,5438,15129,209029
"636","Kurs, konferanse",2006-06-01,23879,2300,13114,4068,3941,17525,8564,10091,20382,31502,13433,5052,0,5098,10512,6460,10426,5999,14530,206876
"637","Kurs, konferanse",2006-07-01,2393,2212,2178,1422,3626,6781,2436,3145,10219,15249,3571,1296,0,4040,2096,11370,1100,701,3053,76888
